# Created At: Thu Sep 25 2025 09:11:23 GMT+0100 (British Summer Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=CS%2CACO2%2CIDH3A%2COGDH%2CDLST%2CSUCLG1%2CSDHA%2CFH%2CMDH2%2CPC&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
adipose tissue,mature B cell,140,,PC,,,
adipose tissue,memory B cell,125,0.00%,CS,1.5622694492340088,0.07178820752378491,8
adipose tissue,memory B cell,125,0.00%,ACO2,1.5708729426066081,0.0752994582952574,6
adipose tissue,memory B cell,125,0.00%,IDH3A,1.5665665864944458,0.07354195171435829,8
adipose tissue,memory B cell,125,0.00%,OGDH,1.6049171447753907,0.0891935506078069,10
adipose tissue,memory B cell,125,0.00%,DLST,1.5587948693169489,0.0703701647723167,9
adipose tissue,memory B cell,125,0.00%,SUCLG1,1.5420148637559679,0.06352192244566442,18
adipose tissue,memory B cell,125,0.00%,SDHA,1.539681827320772,0.0625697654986916,17
adipose tissue,memory B cell,125,0.00%,FH,1.5677507718404133,0.07402524048201602,6
adipose tissue,memory B cell,125,0.01%,MDH2,1.576823485525031,0.07772798906852858,38
adipose tissue,memory B cell,125,,PC,,,
adipose tissue,alpha-beta T cell,20182,0.09%,CS,1.724126294740758,0.1378450926797238,399
adipose tissue,alpha-beta T cell,20182,0.20%,ACO2,1.679371021412037,0.11957960665012794,918
adipose tissue,alpha-beta T cell,20182,0.07%,IDH3A,1.6796359262205547,0.11968771938677943,329
adipose tissue,alpha-beta T cell,20182,0.65%,OGDH,1.7744067123888128,0.1583654961496635,2923
adipose tissue,alpha-beta T cell,20182,0.15%,DLST,1.6848325045182102,0.1218085427275368,683
adipose tissue,alpha-beta T cell,20182,0.16%,SUCLG1,1.6931519057034465,0.12520385002478931,729
adipose tissue,alpha-beta T cell,20182,0.11%,SDHA,1.7442344263980263,0.14605160714271126,475
adipose tissue,alpha-beta T cell,20182,0.04%,FH,1.657054719470796,0.11047189551302726,168
adipose tissue,alpha-beta T cell,20182,0.18%,MDH2,1.6568013803970412,0.11036850297471264,828
adipose tissue,alpha-beta T cell,20182,0.02%,PC,1.8521573837489298,0.190097037393733,73
adipose tissue,mature alpha-beta T cell,17631,0.06%,CS,1.6176681782547577,0.09439749210023488,289
adipose tissue,mature alpha-beta T cell,17631,0.17%,ACO2,1.612029590482026,0.09209627620924878,765
adipose tissue,mature alpha-beta T cell,17631,0.05%,IDH3A,1.565162240201411,0.0729688110386721,237
adipose tissue,mature alpha-beta T cell,17631,0.58%,OGDH,1.7427362779296125,0.14544018399891578,2607
adipose tissue,mature alpha-beta T cell,17631,0.11%,DLST,1.6004327512254901,0.08736338353150944,510
adipose tissue,mature alpha-beta T cell,17631,0.13%,SUCLG1,1.6026718464303524,0.08827720125937709,564
adipose tissue,mature alpha-beta T cell,17631,0.06%,SDHA,1.563331664077879,0.07222171778856724,254
adipose tissue,mature alpha-beta T cell,17631,0.03%,FH,1.5067686193129595,0.04913725361030849,119
adipose tissue,mature alpha-beta T cell,17631,0.16%,MDH2,1.6043753190474077,0.08897242112900204,704
adipose tissue,mature alpha-beta T cell,17631,0.01%,PC,1.6002841817921605,0.08730274949428714,29
adipose tissue,memory T cell,140,0.00%,CS,1.6079912919264574,0.09044816906200136,13
adipose tissue,memory T cell,140,0.00%,ACO2,1.606285285949707,0.08975191527966227,10
adipose tissue,memory T cell,140,0.00%,IDH3A,1.5312857627868652,0.05914317041745359,4
adipose tissue,memory T cell,140,0.00%,OGDH,1.6324132772592397,0.10041525000539187,13
adipose tissue,memory T cell,140,0.00%,DLST,1.615068142230694,0.0933363674965448,13
adipose tissue,memory T cell,140,0.00%,SUCLG1,1.6479154314313615,0.10674197665455798,14
adipose tissue,memory T cell,140,0.00%,SDHA,1.640978261044151,0.10391078427501764,19
adipose tissue,memory T cell,140,0.00%,FH,1.559234380722046,0.0705495378122417,4
adipose tissue,memory T cell,140,0.01%,MDH2,1.6459686642601377,0.1059474636078452,42
adipose tissue,memory T cell,140,0.00%,PC,2.1164886951446533,0.29797571886264823,1
adipose tissue,mononuclear cell,112156,0.78%,CS,1.7863908700497708,0.1632564609020166,3491
adipose tissue,mononuclear cell,112156,1.49%,ACO2,1.772634451076779,0.15764220229336232,6675
adipose tissue,mononuclear cell,112156,0.55%,IDH3A,1.775456736201788,0.15879403102075618,2489
adipose tissue,mononuclear cell,112156,4.85%,OGDH,1.8698506727410606,0.19731800821720855,21758
adipose tissue,mononuclear cell,112156,1.06%,DLST,1.7614333280690673,0.15307080901171635,4749
adipose tissue,mononuclear cell,112156,0.98%,SUCLG1,1.7801237527381089,0.16069873004287918,4394
adipose tissue,mononuclear cell,112156,1.00%,SDHA,1.8076255967275219,0.17192276041550528,4471
adipose tissue,mononuclear cell,112156,0.27%,FH,1.7677672935637416,0.1556558218973526,1208
adipose tissue,mononuclear cell,112156,0.69%,MDH2,1.7441387195121951,0.14601254732570948,3075
adipose tissue,mononuclear cell,112156,0.31%,PC,1.8240103499049682,0.17860969265839177,1414
adipose tissue,naive T cell,28,0.00%,CS,1.825558066368103,0.17924134545218717,4
adipose tissue,naive T cell,28,,ACO2,,,
adipose tissue,naive T cell,28,0.00%,IDH3A,1.6698462963104248,0.1156923835289233,2
adipose tissue,naive T cell,28,0.00%,OGDH,1.539084553718567,0.062326006678210394,1
adipose tissue,naive T cell,28,0.00%,DLST,1.5422546863555908,0.06361979865146525,1
adipose tissue,naive T cell,28,0.00%,SUCLG1,1.6383785009384155,0.10284977227889296,4
adipose tissue,naive T cell,28,0.00%,SDHA,1.5212223529815674,0.055036099729745235,1
adipose tissue,naive T cell,28,0.00%,FH,1.5422546863555908,0.06361979865146525,1
adipose tissue,naive T cell,28,0.00%,MDH2,1.687178475516183,0.1227659785178308,7
adipose tissue,naive T cell,28,,PC,,,
adipose tissue,lymphocyte of B lineage,16322,0.05%,CS,1.6261354173932756,0.09785313490366282,224
adipose tissue,lymphocyte of B lineage,16322,0.24%,ACO2,1.6509848844309087,0.10799467933542288,1062
adipose tissue,lymphocyte of B lineage,16322,0.05%,IDH3A,1.6427916111967489,0.10465084727576769,223
adipose tissue,lymphocyte of B lineage,16322,0.27%,OGDH,1.6962282797637511,0.12645937732338464,1209
adipose tissue,lymphocyte of B lineage,16322,0.11%,DLST,1.6072923732612898,0.09016292694046012,501
adipose tissue,lymphocyte of B lineage,16322,0.07%,SUCLG1,1.6166125706263952,0.09396667836691293,336
adipose tissue,lymphocyte of B lineage,16322,0.05%,SDHA,1.6679370862217577,0.11491319824843184,213
adipose tissue,lymphocyte of B lineage,16322,0.03%,FH,1.5882737477620443,0.08240106085136052,120
adipose tissue,lymphocyte of B lineage,16322,0.11%,MDH2,1.5843216942959144,0.0807881519804077,488
